,0
SOLD_ABOVE_LIST,2.1148517085267526
AVG_SALE_TO_LIST,1.0131113236546296
PENDING_SALES_YOY,0.34506938668356124
HOMES_SOLD_YOY,0.3034333586866529
MEDIAN_DOM,0.28631705520722406
MEDIAN_SALE_PRICE_YOY,0.2367866854875853
